"id_str","dataset","country","lang","lang_norm_prob","na","na_conf","sentiment","sentiment_conf","sympathy","sympathy_conf"
"665513908019568640","FR_arab","Egypt_na","ar",1,"",NA,-1,1,1,1
"665403828594954240","FR_arab","Egypt_en","ar",0.999999266521,"",NA,-1,1,1,1
"665326722649333760","FR_arab","Egypt_na","ar",0.999838453924,"",NA,-1,1,1,0.6614
"665322985381736448","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"665507228934369280","FR_arab","Egypt_en","ar",1,"",NA,-1,0.6237,1,0.6237
"665453700790534144","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"665320730322534400","FR_arab","Egypt_en","ar",1,"",NA,-1,0.634,1,1
"665326467564310528","FR_arab","Egypt_en","ar",0.999989959359,"",NA,-1,1,1,1
"665359094438604800","FR_arab","Egypt_en","ar",0.999999992721,"",NA,0,1,-1,0.6576
"665493008993951744","FR_arab","Egypt_na","ar",0.989196067177,"",NA,1,0.5294,1,1
"665319067687882752","FR_arab","Egypt_en","ar",1,"",NA,-1,0.661,1,0.6441
"665516761253609472","FR_arab","Egypt_en","ar",1,"",NA,1,0.6821,1,1
"665339224615317504","FR_arab","Egypt_en","ar",1,"",NA,-1,0.6497,1,0.6943
"665314701434298368","FR_arab","Egypt_en","ar",0.999999999971,"",NA,0,0.7182,1,1
"665449816248475648","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"665294353967935488","FR_arab","Egypt_en","ar",0.999999999526,"",NA,-1,1,1,0.6547
"665327568715825152","FR_arab","Egypt_en","ar",1,"",NA,1,0.6441,1,1
"665320884056408064","FR_arab","Egypt_na","ar",0.999999980597,"",NA,1,1,1,1
"665554790747779072","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,0.6867
"665341753608785920","FR_arab","Egypt_na","ar",1,"",NA,-1,0.6576,-1,0.6763
"665355098600644608","FR_arab","Egypt_na","ar",1,"",NA,0,0.6597,1,0.6859
"665547573655130112","FR_arab","Lebanon_en","ar",1,"",NA,-1,0.6787,1,0.6867
"665338354431463424","FR_arab","Egypt_en","ar",0.999999999979,"",NA,0,0.6393,1,0.6852
"665527617148338176","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"665432743292063744","FR_arab","Egypt_en","ar",1,"",NA,0,0.5046,1,1
"665546973802586112","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"665296457478635520","FR_arab","Egypt_na","ar",1,"",NA,-1,0.6787,-1,0.6345
"665498290314694656","FR_arab","Egypt_na","ar",1,"",NA,0,0.6829,1,0.6748
"665485404972404736","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"665309304849731584","FR_arab","Egypt_na","ar",0.999999997947,"",NA,-1,1,1,1
"665314173539127296","FR_arab","Egypt_en","ar",0.999999999954,"",NA,-1,1,1,0.6829
"665323483371454464","FR_arab","Egypt_en","ar",0.999999999584,"",NA,-1,1,1,1
"665601488954261504","FR_arab","Lebanon_en","ar",0.999999209919,"",NA,-1,1,1,1
"665432576497164288","FR_arab","Egypt_en","ar",1,"",NA,0,0.534,1,1
"665484672701480960","FR_arab","Egypt_en","ar",0.9999999813,"",NA,-1,1,1,1
"665430827665367040","FR_arab","Egypt_en","ar",0.999966197275,"",NA,-1,0.6,1,1
"665317539811995648","FR_arab","Egypt_en","ar",0.993998970736,"",NA,-1,1,1,1
"665573295455117312","FR_arab","Iraq_en","ar",1,"",NA,-1,1,1,0.5897
"665319697609437184","FR_arab","Egypt_na","ar",0.999999999948,"",NA,-1,1,1,0.5
"665354299501867008","FR_arab","Egypt_en","ar",1,"",NA,1,0.6439,1,1
"665485436018667520","FR_arab","Egypt_en","ar",0.999999971777,"",NA,-1,0.7083,1,0.7083
"665529323647012864","FR_arab","Egypt_na","ar",1,"",NA,-1,0.6923,-1,0.6538
"665601392757878784","FR_arab","Lebanon_en","ar",1,"",NA,1,0.6992,1,1
"665493181048426496","FR_arab","Egypt_na","ar",0.989196067177,"not_applicable",1,-1,0.5556,-1,1
"665473295547019264","FR_arab","Egypt_na","ar",1,"not_applicable",1,-1,1,1,1
"665422989576511488","FR_arab","Egypt_en","ar",0.999796621205,"",NA,0,0.6667,1,0.6889
"665317844637216768","FR_arab","Egypt_en","ar",1,"",NA,1,0.625,1,1
"665328138121940992","FR_arab","Egypt_en","ar",0.999999999935,"",NA,1,0.3462,1,1
"665329506773635072","FR_arab","Egypt_en","ar",1,"",NA,1,1,1,1
"665316210448330752","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"665387915472715776","FR_arab","Egypt_en","ar",0.999999999745,"",NA,-1,1,1,1
"665475070719062016","FR_arab","Egypt_na","ar",1,"",NA,-1,1,1,1
"665490166153412608","FR_arab","Egypt_en","ar",1,"",NA,1,0.6889,1,1
"665294689126383616","FR_arab","Egypt_en","ar",0.999763527463,"",NA,-1,1,1,1
"665310768603070464","FR_arab","Egypt_en","ar",0.974341275812,"",NA,-1,1,1,0.7472
"665483006782652416","FR_arab","Egypt_en","ar",0.999999905652,"",NA,1,0.6552,1,1
"665485059059789824","FR_arab","Egypt_en","ar",1,"",NA,1,0.7059,1,1
"665332328772669440","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"665319932461236224","FR_arab","Egypt_en","ar",0.999999999722,"",NA,1,0.68,1,1
"665294647019839488","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"665501013592449024","FR_arab","Egypt_na","ar",1,"",NA,-1,1,1,0.6538
"665422587732865024","FR_arab","Egypt_en","ar",1,"",NA,1,0.7041,1,1
"665424895069839360","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"665635593938976768","FR_arab","Egypt_en","ar",0.999999999994,"",NA,1,0.68,1,1
"665351560759635968","FR_arab","Egypt_en","ar",0.999999973063,"",NA,1,0.6992,1,1
"665534644402700288","FR_arab","Egypt_en","ar",0.999999999999,"",NA,1,0.3673,1,1
"665319727770836992","FR_arab","Egypt_en","ar",1,"",NA,0,0.6278,1,0.6588
"665310610356203520","FR_arab","Egypt_en","ar",0.999999999999,"",NA,0,0.6686,-1,0.6686
"665525810326032384","FR_arab","Egypt_en","ar",1,"",NA,1,0.6751,1,1
"665414996537552896","FR_arab","Egypt_en","ar",1,"",NA,-1,0.6538,1,1
"665310252187848704","FR_arab","Egypt_na","ar",0.999999997947,"",NA,-1,1,1,1
"665552362753425408","FR_arab","Egypt_en","ar",1,"",NA,0,0.625,1,0.7083
"665516176940933120","FR_arab","Iraq_en","ar",1,"",NA,-1,1,1,1
"665496451766747136","FR_arab","Egypt_en","ar",1,"",NA,0,0.6599,1,1
"665516178195005440","FR_arab","Iraq_en","ar",0.999450021914,"",NA,1,0.7091,1,1
"665405418865303552","FR_arab","Egypt_en","ar",1,"",NA,-1,0.6078,1,1
"665357965319368704","FR_arab","Egypt_en","ar",1,"",NA,0,0.36,1,0.64
"665488589644500992","FR_arab","Egypt_en","ar",0.999998377345,"",NA,-1,1,1,1
"665317661912383488","FR_arab","Egypt_en","ar",0.999999999941,"",NA,0,0.7665,1,1
"665561619997544448","FR_arab","Egypt_en","ar",1,"",NA,0,0.68,1,0.68
"665291301093515264","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,0.7083
"665363930726965248","FR_arab","Egypt_na","ar",1,"",NA,1,0.36,1,1
"665327189894688768","FR_arab","Egypt_en","ar",1,"not_applicable",1,1,0.6957,1,1
"665337606847246336","FR_arab","Egypt_na","ar",1,"",NA,0,0.5,1,0.5
"665423661193674752","FR_arab","Egypt_en","ar",1,"",NA,0,0.6377,1,1
"665397269462695936","FR_arab","Egypt_en","ar",1,"",NA,1,1,1,1
"665543689436033024","FR_arab","Lebanon_en","ar",1,"",NA,-1,1,1,1
"665320088292032512","FR_arab","Egypt_na","ar",1,"",NA,1,0.5143,1,0.7429
"665420951606177792","FR_arab","Egypt_en","ar",0.999999999993,"",NA,1,0.7116,1,1
"665319494001147904","FR_arab","Egypt_en","ar",1,"",NA,1,0.625,1,1
"665396305624219648","FR_arab","Egypt_en","ar",1,"",NA,0,1,-1,1
"665557954817613824","FR_arab","Iraq_en","ar",0.999999818754,"",NA,-1,1,1,1
"665348720041545728","FR_arab","Egypt_en","ar",0.99320924203,"",NA,0,0.625,1,0.7083
"665454498991775744","FR_arab","Egypt_en","ar",0.999999999996,"",NA,-1,0.6321,1,1
"665950639386697728","FR_arab","Egypt_en","ar",1,"",NA,1,0.6522,1,0.6522
"665872916001763328","FR_arab","Egypt_en","ar",0.999999999975,"",NA,1,0.4,1,1
"665687224193818624","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,0.7083
"665840117223829504","FR_arab","Egypt_en","ar",1,"",NA,-1,0.7328,1,1
"665948685776351232","FR_arab","Lebanon_en","ar",1,"",NA,-1,0.64,-1,0.68
"665899166409822208","FR_arab","Lebanon_en","ar",1,"",NA,-1,0.6596,-1,0.6596
"665978230546038784","FR_arab","Egypt_en","ar",1,"",NA,0,1,-1,1
"665959991535357952","FR_arab","Egypt_en","ar",1,"",NA,0,0.617,1,0.6809
"665882231718731776","FR_arab","Egypt_en","ar",0.999999999913,"",NA,0,1,-1,1
"665869386184527872","FR_arab","Lebanon_en","ar",0.999681176983,"",NA,1,0.383,1,1
"665951776332488704","FR_arab","Egypt_en","ar",1,"",NA,-1,0.6939,1,1
"665870663907852288","FR_arab","Egypt_en","ar",1,"",NA,-1,0.375,-1,0.625
"665838317016104960","FR_arab","Iraq_en","ar",0.999999935285,"",NA,-1,1,1,0.5
"665863491165646848","FR_arab","Egypt_en","ar",1,"",NA,-1,0.625,-1,0.6667
"665791367768092672","FR_arab","Egypt_en","ar",0.99999999995,"",NA,-1,1,1,0.6992
"666001816686055424","FR_arab","Egypt_en","ar",1,"",NA,1,0.36,-1,0.64
"666277032930725888","FR_arab","Egypt_en","ar",1,"",NA,0,1,-1,1
"666276110372610048","FR_arab","Egypt_en","ar",0.999985857895,"",NA,1,1,1,0.6321
"666281321291993088","FR_arab","Egypt_en","ar",0.999999997697,"",NA,1,1,1,1
"666288381534609408","FR_arab","Egypt_en","ar",0.999967538132,"",NA,-1,0.7053,1,1
"666222602130743296","FR_arab","Egypt_en","ar",1,"",NA,1,0.68,1,0.68
"666289502529454080","FR_arab","Egypt_en","ar",1,"",NA,-1,0.4885,1,1
"666197725784969216","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"666291691666735104","FR_arab","Egypt_en","ar",1,"not_applicable",1,-1,1,1,1
"666272547269451776","FR_arab","Lebanon_en","ar",0.999974159977,"not_applicable",1,0,1,1,1
"666076591810826240","FR_arab","Egypt_en","ar",1,"",NA,1,0.6751,1,1
"666272346207031296","FR_arab","Egypt_en","ar",1,"",NA,1,1,1,1
"666269307031154688","FR_arab","Egypt_en","ar",0.999723725498,"",NA,-1,1,1,1
"666177727368716288","FR_arab","Egypt_na","ar",1,"not_applicable",1,-1,1,1,1
"666058582216060928","FR_arab","Egypt_en","ar",0.99999986548,"not_applicable",1,1,1,1,1
"666196734419345408","FR_arab","Lebanon_en","ar",1,"not_applicable",1,0,1,-1,0.5224
"666194394022813696","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,1
"666275176401780736","FR_arab","Egypt_en","ar",1,"",NA,-1,1,1,0.7083
"665180082458206208","LB_arab","Egypt_en","ar",1,"not_applicable",1,1,0.5238,1,1
"665149725805559808","LB_arab","Egypt_en","ar",0.999999991635,"",NA,-1,0.6923,1,0.6538
"665141487022272512","LB_arab","Egypt_en","ar",1,"not_applicable",1,1,0.3478,1,1
"665098952241496064","LB_arab","Egypt_en","ar",1,"not_applicable",1,-1,0.5625,1,1
"665096828598272000","LB_arab","Egypt_en","ar",1,"not_applicable",1,-1,1,1,1
"664890108156518400","LB_arab","Egypt_en","ar",1,"",NA,-1,1,1,0.7151
"665762350436384768","LB_arab","Iraq_en","ar",0.999993753338,"not_applicable",1,-1,1,1,1
"665615071545073664","LB_arab","Iraq_en","ar",1,"",NA,-1,1,1,0.6588
"665516182640926720","LB_arab","Iraq_en","ar",1,"not_applicable",1,1,1,1,1
"665276551810957312","LB_arab","Iraq_en","ar",0.999517737735,"",NA,-1,1,1,1
"665996961791610880","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,0.746,1,1
"665993943973163008","LB_arab","Lebanon_en","ar",0.999999999737,"not_applicable",1,1,1,-1,1
"665989921648173056","LB_arab","Lebanon_en","ar",0.999999665559,"not_applicable",1,-1,0.6923,1,1
"665984381748572160","LB_arab","Lebanon_en","ar",0.999999994269,"not_applicable",1,-1,1,1,1
"665979849236807680","LB_arab","Lebanon_en","ar",1,"",NA,1,0.7429,1,0.7429
"665951162701447168","LB_arab","Lebanon_en","ar",1,"not_applicable",1,-1,0.3535,1,1
"665943614476783616","LB_arab","Lebanon_en","ar",0.999999999999,"not_applicable",1,-1,1,-1,1
"665943109214203904","LB_arab","Lebanon_en","ar",1,"not_applicable",1,0,1,1,1
"665941598870466560","LB_arab","Lebanon_en","ar",0.999997169663,"not_applicable",1,1,1,-1,1
"665934049597259776","LB_arab","Lebanon_en","ar",0.999974121786,"not_applicable",1,-1,1,-1,1
"665912908841226240","LB_arab","Lebanon_en","ar",1,"",NA,1,0.6321,1,0.6321
"665906378838405120","LB_arab","Lebanon_en","ar",0.999551911535,"not_applicable",1,1,0.5882,1,0.5882
"665897808495382528","LB_arab","Lebanon_en","ar",0.999999807671,"not_applicable",1,1,1,1,0.5294
"665884218996592640","LB_arab","Lebanon_en","ar",0.99913549743,"not_applicable",1,1,1,1,1
"665863586128855040","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,0.6509,1,0.6509
"665853517756653568","LB_arab","Lebanon_en","ar",0.99999560511,"",NA,1,0.68,-1,0.68
"665852509274050560","LB_arab","Lebanon_en","ar",1,"",NA,-1,1,1,0.7004
"665852006070816768","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,0.5294,1,0.5294
"665850500089188352","LB_arab","Lebanon_en","ar",1,"",NA,1,1,1,1
"665839927595106304","LB_arab","Lebanon_en","ar",0.999885513293,"not_applicable",1,-1,1,1,1
"665831698974834688","LB_arab","Lebanon_en","ar",1,"",NA,-1,1,1,0.6522
"665830373247463424","LB_arab","Lebanon_en","ar",0.999999999999,"not_applicable",1,-1,1,1,1
"665828356110180352","LB_arab","Lebanon_en","ar",1,"",NA,1,0.6538,1,1
"665825840383430656","LB_arab","Lebanon_en","ar",0.999999995394,"",NA,-1,0.7672,1,1
"665773495096242176","LB_arab","Lebanon_en","ar",0.999999999996,"",NA,0,1,-1,1
"665760409287176192","LB_arab","Lebanon_en","ar",1,"not_applicable",1,0,1,1,0.5077
"665756209392300032","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,1,1,1
"665740277382930432","LB_arab","Lebanon_en","ar",1,"not_applicable",1,-1,1,1,1
"665736751705550848","LB_arab","Lebanon_en","ar",0.999816088514,"",NA,1,0.3673,1,1
"665695450687782912","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,1,1,0.565
"665664776031174656","LB_arab","Lebanon_en","ar",0.999999682202,"",NA,1,1,1,1
"665658736472551424","LB_arab","Lebanon_en","ar",1,"",NA,1,1,1,1
"665609913570209792","LB_arab","Lebanon_en","ar",0.999998796789,"not_applicable",1,-1,0.6835,1,1
"665609416360595456","LB_arab","Lebanon_en","ar",0.999999999995,"",NA,1,1,1,1
"665604381954322432","LB_arab","Lebanon_en","ar",1,"not_applicable",1,-1,1,-1,1
"665538954255470592","LB_arab","Lebanon_en","ar",0.997792538796,"",NA,-1,1,1,0.6538
"665537941050028032","LB_arab","Lebanon_en","ar",1,"",NA,-1,1,1,1
"665535425549762560","LB_arab","Lebanon_en","ar",0.999999999916,"",NA,-1,1,1,1
"665525862477922304","LB_arab","Lebanon_en","ar",0.999956396536,"not_applicable",1,-1,0.567,-1,0.567
"665513785113772032","LB_arab","Lebanon_en","ar",0.965589016937,"",NA,1,0.3401,1,1
"665476806686830592","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,1,1,1
"665473518981615616","LB_arab","Lebanon_en","ar",1,"",NA,1,0.6667,1,1
"665464964337958912","LB_arab","Lebanon_en","ar",0.999971779837,"",NA,0,0.375,1,0.625
"665455635014754304","LB_arab","Lebanon_en","ar",1,"not_applicable",1,0,1,-1,1
"665452376191598592","LB_arab","Lebanon_en","ar",0.999895582808,"",NA,-1,1,1,0.7251
"665443822499950592","LB_arab","Lebanon_en","ar",0.999999999859,"",NA,0,0.68,-1,0.68
"665441307901476864","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,1,1,1
"665438285473390592","LB_arab","Lebanon_en","ar",0.999999999981,"not_applicable",1,1,1,1,0.5
"665423687970066432","LB_arab","Lebanon_en","ar",1,"",NA,-1,0.6588,1,0.6588
"665423221794185216","LB_arab","Lebanon_en","ar",0.998599610127,"not_applicable",1,1,1,1,1
"665414627564613632","LB_arab","Lebanon_en","ar",0.999999993636,"not_applicable",1,-1,1,1,1
"665398020352172032","LB_arab","Lebanon_en","ar",1,"not_applicable",1,0,1,1,1
"665367820536971264","LB_arab","Lebanon_en","ar",0.999999999912,"not_applicable",1,1,1,1,1
"665291831840673792","LB_arab","Lebanon_en","ar",0.999991968534,"not_applicable",1,-1,1,1,0.6835
"665286286450667520","LB_arab","Lebanon_en","ar",0.999999999986,"",NA,-1,0.6729,1,1
"665271186624917504","LB_arab","Lebanon_en","ar",0.999999997467,"not_applicable",1,-1,1,1,1
"665262129230934016","LB_arab","Lebanon_en","ar",0.999999997778,"not_applicable",1,-1,1,-1,1
"665258603016667136","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,1,1,1
"665254581174046720","LB_arab","Lebanon_en","ar",0.999975481529,"not_applicable",1,-1,1,1,1
"665231932016365568","LB_arab","Lebanon_en","ar",0.99999999645,"",NA,-1,0.588,1,0.7116
"665226899832963072","LB_arab","Lebanon_en","ar",0.999999902385,"not_applicable",1,0,0.5,1,0.5
"665225327388569600","LB_arab","Lebanon_en","ar",0.999999999999,"not_applicable",1,-1,1,1,1
"665207263548706816","LB_arab","Lebanon_en","ar",0.999999999779,"not_applicable",1,0,1,1,0.565
"665203251369910272","LB_arab","Lebanon_en","ar",0.999999997968,"not_applicable",1,1,1,1,0.5077
"665202234104221696","LB_arab","Lebanon_en","ar",1,"",NA,-1,0.7151,1,1
"665198208360935424","LB_arab","Lebanon_en","ar",0.999999999988,"not_applicable",1,-1,1,1,1
"665194179954241536","LB_arab","Lebanon_en","ar",0.999945334863,"",NA,-1,0.7041,1,0.7041
"665192670227140608","LB_arab","Lebanon_en","ar",1,"",NA,1,0.36,1,0.68
"665191662549798912","LB_arab","Lebanon_en","ar",0.999989864448,"not_applicable",1,0,0.6296,1,0.6667
"665190459166208000","LB_arab","Lebanon_en","ar",0.999999999995,"not_applicable",1,1,1,1,1
"665186125909127168","LB_arab","Lebanon_en","ar",0.999999999987,"",NA,1,0.5038,1,0.7291
"665185627378311168","LB_arab","Lebanon_en","ar",1,"",NA,-1,1,1,1
"665179079272849408","LB_arab","Lebanon_en","ar",1,"",NA,1,0.7116,1,1
"665174046741430272","LB_arab","Lebanon_en","ar",0.999999999979,"not_applicable",1,1,1,1,1
"665173045116440576","LB_arab","Lebanon_en","ar",1,"not_applicable",1,-1,0.6599,1,0.6599
"665169786934956032","LB_arab","Lebanon_en","ar",0.999999999999,"not_applicable",1,1,0.565,1,0.565
"665169011018043392","LB_arab","Lebanon_en","ar",1,"",NA,1,0.7665,1,1
"665164484260945920","LB_arab","Lebanon_en","ar",0.999999999521,"not_applicable",1,-1,1,-1,0.5096
"665163984702574592","LB_arab","Lebanon_en","ar",1,"not_applicable",1,-1,0.7143,1,1
"665159959718424576","LB_arab","Lebanon_en","ar",0.992781389918,"not_applicable",1,-1,1,1,0.5
"665158946580140032","LB_arab","Lebanon_en","ar",0.999999789698,"not_applicable",1,-1,1,1,1
"665154926306201600","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,1,1,1
"665154416001941504","LB_arab","Lebanon_en","ar",0.999994483818,"",NA,1,1,1,1
"665153410186940416","LB_arab","Lebanon_en","ar",0.935046834486,"not_applicable",1,1,0.5122,1,1
"665152438618353664","LB_arab","Lebanon_en","ar",0.999999950688,"",NA,-1,0.3619,1,1
"665151898484248576","LB_arab","Lebanon_en","ar",1,"",NA,1,1,1,1
"665150890102251520","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,0.5333,1,1
"665150387662381056","LB_arab","Lebanon_en","ar",1,"",NA,1,0.68,1,0.68
"665149642410082304","LB_arab","Lebanon_en","ar",0.999917793831,"not_applicable",1,0,1,1,1
"665145357534294016","LB_arab","Lebanon_en","ar",1,"",NA,1,1,1,1
"665130258148884480","LB_arab","Lebanon_en","ar",0.999988422322,"",NA,1,0.6729,1,1
"665125222429822976","LB_arab","Lebanon_en","ar",1,"",NA,1,0.68,1,1
"665122087305089024","LB_arab","Lebanon_en","ar",0.999999999991,"",NA,-1,0.7122,1,0.6835
"665121201820315648","LB_arab","Lebanon_en","ar",0.999999999995,"not_applicable",1,1,0.5294,1,1
"665120193064996864","LB_arab","Lebanon_en","ar",1,"not_applicable",1,-1,1,1,1
"665117227704786944","LB_arab","Lebanon_en","ar",0.999999999974,"not_applicable",1,1,1,1,1
"665116667303755776","LB_arab","Lebanon_en","ar",0.999999999951,"not_applicable",1,1,1,1,0.5652
"665113648688328704","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,0.5333,1,1
"665111130348519424","LB_arab","Lebanon_en","ar",0.999999999982,"not_applicable",1,-1,1,1,1
"665108115495321600","LB_arab","Lebanon_en","ar",1,"",NA,1,0.7599,1,1
"665107610371158016","LB_arab","Lebanon_en","ar",0.999691820057,"",NA,0,0.5011,-1,0.5011
"665106103273783296","LB_arab","Lebanon_en","ar",1,"not_applicable",1,1,1,1,1
